review_id,order_id,rating,review_text,review_date
5074,13765,4,"Great food, arrived hot!",2026-02-09
5075,3256,4,Rider was polite and quick.,2026-02-27
5076,8514,4,"Great food, arrived hot!",2024-10-13
5077,18165,,Value for money.,2024-07-05
5078,9160,1,Packaging could be better.,2026-02-11
5079,7386,5,Food was cold on arrival.,2026-05-06
5080,8559,4,"Great food, arrived hot!",2025-04-07
5081,10891,,Delivery was late but food was good.,2026-03-17
5082,18403,5,"Great food, arrived hot!",2026-06-15
5083,296,1,Absolutely delicious.,2024-07-04
5084,20217,4,Value for money.,2026-03-22
5085,23464,5,Value for money.,2026-03-05
5086,22288,3,Order was missing an item.,2025-08-05
5087,7225,4,Would not recommend.,2026-05-21
5088,2964,3,"Great food, arrived hot!",2025-10-30
5089,19701,5,Best biryani in town.,2026-01-13
5090,8991,,Packaging could be better.,2025-10-24
5091,23145,4,"Great food, arrived hot!",2026-04-07
5092,18686,4,Average experience.,2026-01-08
5093,24864,,Would not recommend.,2026-06-13
5094,19546,4,Best biryani in town.,10/28/2025
5095,20751,3,Packaging could be better.,04/03/2026
5096,9226,4,Delivery was late but food was good.,2024-08-11
5097,15265,5,Portion size was small.,2025-09-05
5098,12230,5,Fresh and tasty.,2026-06-16
5099,6376,3,Food was cold on arrival.,2025-12-24
5100,10295,4,Best biryani in town.,2025-10-12
5101,7301,3,Rider was polite and quick.,2026-04-26
5102,18642,1,Delivery was late but food was good.,2024-03-18
5103,23163,2,Food was cold on arrival.,2026-06-20
5104,8779,3,Average experience.,2024-06-09
5105,19039,4,Best biryani in town.,2026-04-25
5106,16394,4,Food was cold on arrival.,2025-11-23
5107,23721,2,Food was cold on arrival.,2026-04-08
5108,8357,5,Perfect as always.,2024-01-14
5109,630,4,Fresh and tasty.,2026-04-11
5110,5742,5,Food was cold on arrival.,2024-08-08
5111,8169,4,Portion size was small.,2026-06-11
5112,8675,1,Best biryani in town.,2025-09-19
5113,9112,5,"Loved it, will order again.",2024-02-25
5114,15064,4,Perfect as always.,2024-11-13
5115,20164,4,Rider was polite and quick.,2025-10-16
5116,13994,5,"Great food, arrived hot!",2025-08-07
5117,1119,4,Absolutely delicious.,2026-06-15
5118,10863,5,Portion size was small.,2025-04-15
5119,1362,4,"Loved it, will order again.",2025-10-10
5120,21637,4,Absolutely delicious.,2025-09-20
5121,16667,4,Rider was polite and quick.,2024-05-28
5122,20981,4,"Loved it, will order again.",2025-10-01
5123,11872,1,Food was cold on arrival.,2025-01-17
5124,13130,5,Food was cold on arrival.,2024-12-20
5125,4363,3,Rider was polite and quick.,2026-04-05
5126,14360,1,Delivery was late but food was good.,2026-05-29
5127,24872,4,Delivery was late but food was good.,2025-03-09
5128,1946,5,Absolutely delicious.,2026-04-10
5129,17720,2,"Loved it, will order again.",2025-11-27
5130,4751,4,Perfect as always.,2024-02-20
5131,4620,5,Rider was polite and quick.,2025-12-25
5132,2923,3,Would not recommend.,2025-05-08
5133,22583,5,Food was cold on arrival.,2025-04-23
5134,1182,5,"Loved it, will order again.",2025-03-10
5135,22579,3,Portion size was small.,2026-05-15
5136,8403,3,Rider was polite and quick.,2025-07-11
5137,12250,5,Best biryani in town.,2026-02-18
5138,19420,4,Portion size was small.,2025-07-25
5139,13752,3,Average experience.,2024-05-26
5140,6828,3,"Great food, arrived hot!",2025-03-09
5141,8686,2,Fresh and tasty.,2025-12-01
5142,17732,3,"Great food, arrived hot!",2026-05-03
5143,22455,1,Would not recommend.,2026-02-01
5144,4626,2,Would not recommend.,2026-06-22
5145,5413,5,Best biryani in town.,2025-06-17
5146,10283,,Average experience.,2026-07-03
5147,7005,4,Perfect as always.,2026-05-16
5148,15818,1,Perfect as always.,2026-05-06
5149,15270,5,Delivery was late but food was good.,2025-05-01
5150,16059,5,Best biryani in town.,2026-02-24
5151,9173,5,Average experience.,2026-02-09
5152,4147,4,Absolutely delicious.,2026-04-28
5153,12667,4,Absolutely delicious.,2025-12-05
5154,5863,2,Delivery was late but food was good.,2024-11-09
5155,23955,5,Rider was polite and quick.,2025-02-10
5156,6525,4,Rider was polite and quick.,2026-04-17
5157,12687,3,Portion size was small.,2026-02-11
5158,3754,4,Delivery was late but food was good.,2025-07-04
5159,24436,3,Rider was polite and quick.,2026-07-03
5160,23412,5,Packaging could be better.,2025-05-19
5161,19748,5,Fresh and tasty.,2026-01-28
5162,12036,5,Delivery was late but food was good.,2026-06-19
5163,11654,5,Would not recommend.,2025-12-03
5164,10629,4,Packaging could be better.,2025-11-17
5165,8289,4,Delivery was late but food was good.,2026-07-03
5166,23258,5,Delivery was late but food was good.,2025-06-20
5167,23479,4,Portion size was small.,2026-06-24
5168,16791,4,Fresh and tasty.,2026-04-22
5169,7567,4,Would not recommend.,2025-11-08
5170,741,2,Perfect as always.,2026-03-23
5171,16858,2,Packaging could be better.,2024-10-03
5172,23355,4,Perfect as always.,2024-04-18
5173,16288,4,Average experience.,2024-12-13
5174,730,4,Rider was polite and quick.,2025-01-29
5175,15662,5,"Loved it, will order again.",2025-10-13
5176,20682,2,Food was cold on arrival.,2026-05-20
5177,9651,,Rider was polite and quick.,2026-03-20
5178,21429,5,Average experience.,2026-06-08
5179,4231,5,Absolutely delicious.,2026-04-09
5180,19030,4,Would not recommend.,2026-01-20
5181,6446,1,Absolutely delicious.,2026-02-21
5182,22277,5,Delivery was late but food was good.,2025-10-27
5183,10450,4,Packaging could be better.,2026-01-02
5184,468,5,Rider was polite and quick.,2025-01-14
5185,13821,5,Delivery was late but food was good.,2026-06-13
5186,7665,4,Packaging could be better.,2026-04-02
5187,19167,,Perfect as always.,2024-11-24
5188,530,5,Perfect as always.,2026-05-18
5189,5149,5,"Loved it, will order again.",2025-03-30
5190,17611,,Average experience.,2026-03-06
5191,23219,1,Packaging could be better.,2024-09-13
5192,20205,4,Fresh and tasty.,2025-08-30
5193,7112,3,Average experience.,2026-02-14
5194,4882,4,Absolutely delicious.,2026-05-07
5195,8440,3,Food was cold on arrival.,2026-05-03
5196,18473,5,Perfect as always.,2026-04-01
5197,4977,5,Packaging could be better.,2025-03-27
5198,21706,3,Perfect as always.,2026-01-09
5199,23947,2,Value for money.,2025-10-03
5200,18954,4,Would not recommend.,2026-04-23
5201,5384,5,Delivery was late but food was good.,2025-04-06
5202,13154,5,Food was cold on arrival.,2026-05-11
5203,18556,5,"Loved it, will order again.",2025-07-12
5204,18697,1,Average experience.,2026-07-06
5205,19677,4,Would not recommend.,2025-09-23
5206,7719,3,Best biryani in town.,2025-06-24
5207,21596,4,Rider was polite and quick.,2026-04-28
5208,24300,1,Delivery was late but food was good.,2026-01-23
5209,5844,5,Would not recommend.,2025-10-13
5210,19718,4,"Great food, arrived hot!",2024-11-05
5211,18387,4,Perfect as always.,2026-04-19
5212,22983,,Food was cold on arrival.,2025-11-17
5213,6954,2,"Loved it, will order again.",2025-07-23
5214,6919,4,Portion size was small.,2025-03-27
5215,17350,5,Order was missing an item.,2025-10-03
5216,18042,3,Absolutely delicious.,2025-04-18
5217,2001,4,Absolutely delicious.,2026-02-03
5218,4634,5,Packaging could be better.,2025-05-22
5219,6020,3,Fresh and tasty.,2026-06-07
5220,6187,5,Average experience.,2026-05-08
5221,18505,5,Fresh and tasty.,2025-01-20
5222,21901,,"Great food, arrived hot!",2026-06-08
5223,4307,4,Food was cold on arrival.,2025-10-19
5224,10880,5,Value for money.,2025-12-04
5225,15312,5,Packaging could be better.,2026-03-30
5226,9640,4,Fresh and tasty.,2026-03-26
5227,15540,,Order was missing an item.,2026-06-30
5228,7292,5,Average experience.,2024-02-24
5229,2509,4,Delivery was late but food was good.,2025-01-02
5230,5266,4,Rider was polite and quick.,2026-01-18
5231,18599,4,Order was missing an item.,2024-05-11
5232,6227,4,Average experience.,2026-03-27
5233,17361,2,Packaging could be better.,2026-05-01
5234,15248,5,Absolutely delicious.,2025-12-03
5235,17146,4,Perfect as always.,2025-03-17
5236,18357,5,"Great food, arrived hot!",2026-06-05
5237,3236,4,Fresh and tasty.,2024-03-22
5238,5950,5,Perfect as always.,2025-02-08
5239,290,4,Value for money.,2026-05-11
5240,17294,2,Packaging could be better.,2026-02-07
5241,19681,4,Order was missing an item.,2025-10-09
5242,2078,5,Value for money.,2026-05-13
5243,18242,1,"Great food, arrived hot!",2026-01-03
5244,8044,4,Value for money.,2025-12-12
5245,23453,5,"Great food, arrived hot!",2026-05-05
5246,190,4,Delivery was late but food was good.,2026-04-07
5247,2564,5,"Loved it, will order again.",2024-12-15
5248,13848,5,"Loved it, will order again.",2025-02-05
5249,12427,4,Food was cold on arrival.,2025-12-22
5250,19858,5,Fresh and tasty.,2026-02-13
5251,15935,5,Portion size was small.,2025-04-29
5252,21773,3,Packaging could be better.,2024-09-15
5253,10052,3,Would not recommend.,2025-10-17
5254,7018,3,Best biryani in town.,2026-03-15
5255,17377,3,"Great food, arrived hot!",2025-12-02
5256,13696,1,Perfect as always.,2026-06-02
5257,12469,4,Packaging could be better.,2025-01-07
5258,15542,2,"Loved it, will order again.",2025-10-08
5259,18114,5,Best biryani in town.,2026-03-22
5260,5152,5,Food was cold on arrival.,2026-02-13
5261,17539,4,Portion size was small.,2026-03-25
5262,15996,4,Rider was polite and quick.,2026-03-21
5263,6082,5,Fresh and tasty.,2025-07-21
5264,24669,5,Delivery was late but food was good.,2026-07-02
5265,17858,5,Average experience.,2025-05-30
5266,13796,3,Would not recommend.,2026-05-02
5267,1234,5,Average experience.,2026-01-14
5268,8147,5,Would not recommend.,2025-02-28
5269,17590,3,Rider was polite and quick.,2025-12-15
5270,10046,4,"Great food, arrived hot!",2026-05-25
5271,21335,5,"Loved it, will order again.",07/05/2025
5272,1501,4,Food was cold on arrival.,2026-06-24
5273,20845,5,"Great food, arrived hot!",2026-03-09
5274,2030,5,Perfect as always.,2026-06-06
5275,4084,4,Packaging could be better.,2026-06-20
5276,14405,4,Fresh and tasty.,2026-04-07
5277,8642,4,Perfect as always.,2025-06-04
5278,14115,4,Value for money.,2026-01-27
5279,21884,5,"Great food, arrived hot!",2026-04-15
5280,4263,5,Food was cold on arrival.,2026-02-12
5281,19698,4,Portion size was small.,2025-11-19
5282,16166,4,Value for money.,2025-06-06
5283,20561,3,Average experience.,2024-08-25
5284,20587,5,Average experience.,2025-06-15
5285,7802,5,Order was missing an item.,2025-05-20
5286,13338,4,Best biryani in town.,2026-02-09
5287,18862,4,Best biryani in town.,2026-04-15
5288,24934,2,Absolutely delicious.,2026-02-14
5289,17507,5,Value for money.,2025-06-11
5290,14128,5,Rider was polite and quick.,2026-07-03
5291,6836,3,Best biryani in town.,2025-01-21
5292,20540,4,Delivery was late but food was good.,2025-03-16
5293,2586,4,Value for money.,2026-05-05
5294,5579,4,Packaging could be better.,2026-06-04
5295,9707,5,Would not recommend.,2024-07-13
5296,8163,4,Rider was polite and quick.,2025-01-28
5297,14712,4,Packaging could be better.,2025-09-12
5298,15495,,"Great food, arrived hot!",2025-07-25
5299,12105,3,"Loved it, will order again.",2025-05-28
5300,1802,5,Delivery was late but food was good.,2025-12-23
5301,13738,5,Packaging could be better.,2026-02-22
5302,19035,5,Delivery was late but food was good.,2025-12-25
5303,5447,5,Food was cold on arrival.,2025-02-09
5304,20392,3,"Great food, arrived hot!",2026-02-21
5305,16508,5,"Great food, arrived hot!",2026-07-02
5306,17236,3,Would not recommend.,2025-04-18
5307,20294,5,Food was cold on arrival.,2025-08-25
5308,22956,4,Would not recommend.,2025-01-07
5309,20018,5,Average experience.,2026-05-25
5310,24555,4,Absolutely delicious.,2025-12-14
5311,15790,2,Absolutely delicious.,2026-06-30
5312,13921,5,Order was missing an item.,2026-02-16
5313,5000,4,Value for money.,2024-05-30
5314,21259,5,Packaging could be better.,2026-04-01
5315,19221,3,Would not recommend.,2025-04-05
5316,1179,4,Packaging could be better.,2026-04-16
5317,17965,2,Portion size was small.,07/02/2026
5318,20017,2,Best biryani in town.,2025-11-16
5319,4266,1,Would not recommend.,2026-02-27
5320,14803,4,"Loved it, will order again.",2024-07-02
5321,23054,3,Value for money.,2025-10-29
5322,19715,4,Food was cold on arrival.,2026-04-16
5323,2541,3,Best biryani in town.,2025-07-26
5324,11804,5,Perfect as always.,2026-01-02
5325,20122,5,Delivery was late but food was good.,2025-09-09
5326,21989,3,Absolutely delicious.,2025-03-17
5327,1126,,Portion size was small.,2025-10-21
5328,21385,4,Best biryani in town.,2026-05-09
5329,2112,,Food was cold on arrival.,2026-04-25
5330,12697,5,Value for money.,2024-02-15
5331,13951,4,Delivery was late but food was good.,2024-09-27
5332,8605,3,"Loved it, will order again.",2026-04-30
5333,6458,5,Average experience.,2026-07-06
5334,23136,4,Best biryani in town.,2025-08-09
5335,961,1,Value for money.,2026-01-20
5336,17202,4,Portion size was small.,2024-06-13
5337,14646,5,Best biryani in town.,2025-12-11
5338,353,4,"Great food, arrived hot!",2025-11-19
5339,14868,4,Best biryani in town.,2025-08-09
5340,9455,4,"Great food, arrived hot!",2026-05-30
5341,23849,5,Portion size was small.,2026-04-06
5342,16927,4,"Loved it, will order again.",2026-06-23
5343,21434,3,Average experience.,2024-08-13
5344,8348,5,"Great food, arrived hot!",2026-01-19
5345,22500,5,Rider was polite and quick.,2026-06-03
5346,14454,3,Rider was polite and quick.,2026-04-06
5347,24606,5,Packaging could be better.,2024-11-18
5348,2417,5,Perfect as always.,2025-10-07
5349,16269,5,Absolutely delicious.,2025-09-01
5350,19944,4,Food was cold on arrival.,2025-06-11
5351,14288,4,Best biryani in town.,2025-04-24
5352,20248,5,Perfect as always.,2025-05-29
5353,8411,5,Fresh and tasty.,2026-01-16
5354,8711,,Best biryani in town.,2026-05-02
5355,17661,5,Order was missing an item.,2026-02-09
5356,8865,4,Food was cold on arrival.,2025-06-22
5357,17039,3,Perfect as always.,2025-12-16
5358,3512,4,Food was cold on arrival.,2026-05-10
5359,7629,5,Best biryani in town.,2024-12-17
5360,4839,2,Best biryani in town.,2025-11-09
5361,10093,3,"Loved it, will order again.",2025-05-08
5362,12245,5,"Great food, arrived hot!",2026-06-15
5363,3817,3,Best biryani in town.,2026-05-15
5364,7173,5,Packaging could be better.,2025-11-23
5365,22420,4,Food was cold on arrival.,2026-05-11
5366,13187,4,"Loved it, will order again.",2025-11-28
5367,9534,5,"Loved it, will order again.",2025-07-26
5368,15956,2,Absolutely delicious.,2025-04-06
5369,11925,5,Portion size was small.,2026-05-24
5370,15793,4,Average experience.,2025-04-04
5371,24964,2,Average experience.,2025-08-09
5372,1318,5,Average experience.,2026-06-12
5373,8117,1,Order was missing an item.,2025-10-20
5374,2344,4,Fresh and tasty.,2025-07-10
5375,11036,3,Value for money.,2024-09-02
5376,20584,1,Fresh and tasty.,2025-04-29
5377,15348,1,Rider was polite and quick.,2024-12-27
5378,22260,5,Packaging could be better.,2025-11-08
5379,7443,5,Packaging could be better.,2025-06-16
5380,15710,4,Best biryani in town.,2026-04-02
5381,19133,5,Value for money.,2026-04-12
5382,15423,5,Value for money.,2026-06-11
5383,24237,4,Fresh and tasty.,2025-12-15
5384,22868,5,Average experience.,2025-01-20
5385,8264,5,Would not recommend.,2025-07-28
5386,23235,5,Food was cold on arrival.,2025-09-07
5387,22578,2,Order was missing an item.,2026-06-04
5388,17865,5,Rider was polite and quick.,2026-05-24
5389,3796,5,Delivery was late but food was good.,2024-10-13
5390,646,4,Delivery was late but food was good.,2026-01-05
5391,17960,4,Portion size was small.,2026-05-25
5392,21174,3,Value for money.,2025-11-10
5393,24488,4,Portion size was small.,2026-06-15
5394,19435,2,Best biryani in town.,2025-07-26
5395,17526,4,Would not recommend.,2026-02-20
5396,17859,5,Perfect as always.,2024-07-23
5397,4172,5,Order was missing an item.,2026-03-12
5398,23795,3,Delivery was late but food was good.,2025-12-30
5399,7271,5,Fresh and tasty.,2025-03-14
5400,15249,4,Perfect as always.,2026-05-17
5401,13238,4,Best biryani in town.,2025-07-02
5402,291,5,Perfect as always.,2026-01-11
5403,23451,5,Average experience.,2025-12-24
5404,2726,5,Rider was polite and quick.,2025-10-27
5405,5127,1,Best biryani in town.,2025-11-27
5406,12973,5,Packaging could be better.,2025-11-28
5407,9409,5,Packaging could be better.,2024-10-16
5408,6813,4,Packaging could be better.,2024-07-09
5409,5421,1,Delivery was late but food was good.,2025-12-16
5410,10856,5,Packaging could be better.,2025-09-17
5411,13166,4,Order was missing an item.,2026-02-25
5412,20734,3,Average experience.,2025-02-09
5413,19544,4,Food was cold on arrival.,2024-01-22
5414,18189,5,Delivery was late but food was good.,2026-06-27
5415,1259,2,Best biryani in town.,2024-09-08
5416,22241,4,Would not recommend.,2026-07-06
5417,10440,5,"Great food, arrived hot!",2025-06-29
5418,5133,1,Average experience.,2025-01-19
5419,15489,1,Would not recommend.,2024-10-27
5420,21189,3,Perfect as always.,2026-04-04
5421,15917,4,Best biryani in town.,2026-05-26
5422,16811,4,Fresh and tasty.,2025-11-12
5423,14882,4,Order was missing an item.,2026-01-13
5424,18618,,Average experience.,2025-05-31
5425,16034,2,"Great food, arrived hot!",2024-10-16
5426,1974,5,Best biryani in town.,2025-07-15
5427,4985,4,Average experience.,2026-06-25
5428,4420,4,Order was missing an item.,2026-06-03
5429,10870,5,Average experience.,2025-04-08
5430,13180,4,Would not recommend.,2026-06-25
5431,18400,5,Would not recommend.,2025-07-31
5432,18847,3,Value for money.,2024-06-11
5433,2697,5,Portion size was small.,2025-01-10
5434,13758,4,Food was cold on arrival.,2026-07-02
5435,13914,3,"Loved it, will order again.",2026-02-25
5436,14421,5,Rider was polite and quick.,2026-04-07
5437,17495,3,Order was missing an item.,2026-02-12
5438,8766,4,Rider was polite and quick.,2026-06-07
5439,6643,5,Perfect as always.,2024-10-12
5440,18075,3,Absolutely delicious.,2026-03-06
5441,15982,3,"Loved it, will order again.",2024-04-07
5442,5729,4,Best biryani in town.,2025-10-25
5443,7463,5,Portion size was small.,2026-01-24
5444,22052,4,Packaging could be better.,2025-11-14
5445,13661,,Value for money.,2026-03-15
5446,3733,4,Absolutely delicious.,14/03/2026
5447,10765,4,Perfect as always.,2024-02-14
5448,6363,4,Delivery was late but food was good.,2025-10-01
5449,15126,5,Value for money.,2026-04-29
5450,319,5,Rider was polite and quick.,2024-10-16
5451,2487,5,Perfect as always.,2025-11-10
5452,12626,2,Would not recommend.,01/03/2026
5453,11836,4,"Great food, arrived hot!",2024-10-28
5454,23629,4,Food was cold on arrival.,2025-05-13
5455,11749,5,"Great food, arrived hot!",2025-08-20
5456,19716,5,Best biryani in town.,2025-10-18
5457,19078,4,"Loved it, will order again.",2024-11-01
5458,12982,5,Perfect as always.,2025-06-22
5459,970,5,Portion size was small.,2026-04-29
5460,22986,5,Delivery was late but food was good.,2024-11-28
5461,5227,5,"Great food, arrived hot!",2026-03-18
5462,7032,3,Delivery was late but food was good.,2026-06-01
5463,13152,5,Fresh and tasty.,2026-05-26
5464,10346,5,Average experience.,2025-11-25
5465,963,5,Portion size was small.,2025-08-17
5466,2737,3,Value for money.,2026-06-20
5467,21055,4,"Loved it, will order again.",2025-01-28
5468,19550,5,"Great food, arrived hot!",2026-02-09
5469,13268,4,Absolutely delicious.,2026-04-09
5470,6195,4,Value for money.,2026-01-22
5471,18461,4,"Great food, arrived hot!",2026-04-20
5472,3822,5,Value for money.,2026-05-25
5473,1288,2,Perfect as always.,2025-04-22
5474,19789,5,Average experience.,2025-05-11
5475,20277,1,Best biryani in town.,2026-04-26
5476,8757,5,"Great food, arrived hot!",2025-04-19
5477,20358,5,Average experience.,2024-02-25
5478,24242,5,"Great food, arrived hot!",2025-04-15
5479,443,2,Fresh and tasty.,2026-06-08
5480,3044,1,"Great food, arrived hot!",2026-06-20
5481,4960,4,Perfect as always.,2026-02-15
5482,10937,5,Portion size was small.,2026-01-30
5483,7264,2,Rider was polite and quick.,2026-05-07
5484,24192,3,Portion size was small.,2026-04-22
5485,988,5,"Loved it, will order again.",2026-03-23
5486,13941,4,Order was missing an item.,2026-06-20
5487,9406,4,Perfect as always.,2024-12-24
5488,19268,,Perfect as always.,2026-06-13
5489,12481,2,Would not recommend.,2024-05-11
5490,4040,5,Order was missing an item.,2025-03-06
5491,6629,1,Rider was polite and quick.,2025-01-30
5492,19948,,Perfect as always.,2025-05-16
5493,17664,2,Food was cold on arrival.,2025-06-14
5494,12893,5,Delivery was late but food was good.,2026-01-09
5495,15057,3,Value for money.,2026-04-09
5496,13211,5,Rider was polite and quick.,2025-08-30
5497,19115,3,Absolutely delicious.,2026-02-05
5498,18915,2,Packaging could be better.,2025-09-01
5499,22276,5,Average experience.,2025-08-07
5500,15981,4,Perfect as always.,2026-06-07
5501,12637,4,Delivery was late but food was good.,2025-07-04
5502,10428,4,Would not recommend.,2026-02-08
5503,12530,5,"Loved it, will order again.",2026-05-21
5504,4697,4,Value for money.,2026-06-04
5505,14675,5,Packaging could be better.,2025-09-06
5506,6434,,"Great food, arrived hot!",2025-08-02
5507,2241,5,Delivery was late but food was good.,2025-10-19
5508,24704,5,Would not recommend.,2025-11-26
5509,24435,2,"Loved it, will order again.",2025-11-19
5510,22844,2,"Great food, arrived hot!",2025-12-25
5511,18029,,"Loved it, will order again.",2024-06-05
5512,16294,1,Would not recommend.,2026-07-03
5513,13970,4,Delivery was late but food was good.,2026-05-30
5514,15365,3,Value for money.,2026-01-20
5515,9408,5,Value for money.,2025-11-26
5516,1491,5,Average experience.,2026-06-27
5517,4067,2,Food was cold on arrival.,2026-05-06
5518,13589,4,"Great food, arrived hot!",2024-10-27
5519,2976,4,Absolutely delicious.,2026-04-17
5520,7765,5,Average experience.,2026-04-10
5521,12805,5,Packaging could be better.,2025-05-15
5522,4508,3,Absolutely delicious.,09/12/2025
5523,4008,4,Best biryani in town.,2026-02-12
5524,17786,3,Fresh and tasty.,2026-04-12
5525,12527,3,Value for money.,2026-01-22
5526,2664,5,Would not recommend.,2026-05-31
5527,14233,4,Fresh and tasty.,2026-07-06
5528,14786,5,Best biryani in town.,2025-10-25
5529,8219,4,Best biryani in town.,2025-11-14
5530,2927,5,Value for money.,2024-04-04
5531,6059,5,Fresh and tasty.,2026-06-18
5532,7061,3,Best biryani in town.,2025-10-31
5533,5248,4,Order was missing an item.,2024-10-09
5534,3358,5,Order was missing an item.,2026-05-17
5535,18380,3,Portion size was small.,2026-06-29
5536,13543,4,Packaging could be better.,2025-04-15
5537,14755,4,Perfect as always.,2024-05-04
5538,17090,4,"Loved it, will order again.",2025-10-26
5539,11530,2,"Great food, arrived hot!",2026-04-01
5540,10738,5,Fresh and tasty.,2026-06-04
5541,23096,3,Average experience.,2025-08-29
5542,24974,1,"Great food, arrived hot!",2025-08-13
5543,23428,3,"Great food, arrived hot!",2025-08-19
5544,5420,5,Value for money.,2025-05-05
5545,15803,2,Best biryani in town.,2024-03-26
5546,23881,4,Perfect as always.,2025-08-19
5547,4560,5,Average experience.,2026-03-05
5548,3874,3,Absolutely delicious.,2025-05-18
5549,17695,5,"Loved it, will order again.",2024-04-08
5550,20480,2,Fresh and tasty.,2025-10-25
5551,12195,4,Fresh and tasty.,2025-07-09
5552,2679,,Fresh and tasty.,2025-11-10
5553,14169,5,Food was cold on arrival.,2025-09-08
5554,11434,1,Perfect as always.,2025-09-28
5555,1753,4,Packaging could be better.,2025-12-17
5556,795,1,Packaging could be better.,2026-05-26
5557,7422,3,Food was cold on arrival.,2024-12-13
5558,20454,4,Order was missing an item.,2026-06-09
5559,16564,5,Order was missing an item.,2025-04-12
5560,4835,5,"Great food, arrived hot!",2025-11-20
5561,18076,3,Food was cold on arrival.,2025-12-14
5562,1921,5,Absolutely delicious.,2025-06-13
5563,20021,4,Food was cold on arrival.,2024-06-12
5564,9895,5,Value for money.,2025-06-27
5565,6623,4,Best biryani in town.,2026-01-21
5566,21430,4,Absolutely delicious.,2026-02-05
5567,3158,4,Packaging could be better.,2025-08-12
5568,17268,3,Perfect as always.,2026-04-29
5569,19653,5,Delivery was late but food was good.,2025-11-04
5570,1597,1,Perfect as always.,2025-07-12
5571,2643,1,Order was missing an item.,2026-02-08
5572,5942,5,Best biryani in town.,2025-11-30
5573,21593,5,Delivery was late but food was good.,2025-10-24
5574,19019,3,"Loved it, will order again.",2025-08-21
5575,21993,4,Value for money.,2026-06-04
5576,1048,4,Value for money.,2026-05-23
5577,2811,4,Order was missing an item.,2024-12-26
5578,16389,2,Average experience.,2024-10-09
5579,22428,5,Perfect as always.,2026-01-06
5580,10274,5,Fresh and tasty.,2025-12-08
5581,21105,3,Best biryani in town.,2026-06-01
5582,20453,4,Food was cold on arrival.,2026-06-30
5583,5933,5,"Great food, arrived hot!",2025-12-07
5584,2511,4,Rider was polite and quick.,2025-11-04
5585,12251,4,Delivery was late but food was good.,2025-11-11
5586,10628,,Food was cold on arrival.,2026-06-04
5587,4969,4,Value for money.,2026-05-29
5588,22666,5,Fresh and tasty.,2025-02-04
5589,1152,3,Average experience.,2026-06-02
5590,628,5,"Loved it, will order again.",2026-06-23
5591,2120,5,Average experience.,2024-07-09
5592,15543,3,Value for money.,2026-02-08
5593,18166,,Perfect as always.,2026-04-26
5594,8305,5,Perfect as always.,2025-01-11
5595,9575,5,Rider was polite and quick.,2024-03-29
5596,18980,4,Rider was polite and quick.,2026-02-22
5597,4899,4,Best biryani in town.,2026-05-26
5598,11572,4,Rider was polite and quick.,2026-04-05
5599,8981,3,Average experience.,2025-08-22
5600,18516,5,Value for money.,2026-03-06
5601,10304,5,Perfect as always.,2025-11-21
5602,23407,5,Portion size was small.,2026-05-29
5603,19540,5,"Great food, arrived hot!",2025-10-14
5604,17071,2,Value for money.,2025-04-25
5605,9325,5,Best biryani in town.,2025-09-29
5606,1353,3,Rider was polite and quick.,2026-05-28
5607,19610,1,"Loved it, will order again.",2026-07-05
5608,23862,3,Best biryani in town.,2025-02-07
5609,14292,5,Average experience.,2025-08-08
5610,4633,3,Best biryani in town.,2025-06-11
5611,7250,3,Packaging could be better.,2025-09-08
5612,2604,5,Packaging could be better.,2025-11-13
5613,8016,5,Rider was polite and quick.,2026-03-09
5614,22330,1,Order was missing an item.,2025-10-25
5615,14319,5,Order was missing an item.,2024-10-16
5616,23655,4,Food was cold on arrival.,2025-07-19
5617,1511,4,Delivery was late but food was good.,2025-08-07
5618,5957,4,Order was missing an item.,2026-01-10
5619,13408,3,Rider was polite and quick.,2025-08-29
5620,1039,5,Portion size was small.,2024-10-21
5621,3536,5,"Great food, arrived hot!",2024-03-15
5622,8373,5,Perfect as always.,2026-04-12
5623,13705,5,Rider was polite and quick.,2024-09-29
5624,11289,3,Portion size was small.,2024-04-10
5625,16578,3,Perfect as always.,2025-06-26
5626,4826,4,Rider was polite and quick.,2026-01-02
5627,12802,5,Order was missing an item.,2024-06-17
5628,24384,1,Fresh and tasty.,2025-01-10
5629,18253,4,Packaging could be better.,2026-04-06
5630,24942,,Perfect as always.,2026-06-23
5631,20437,5,Order was missing an item.,2024-01-16
5632,21163,4,Absolutely delicious.,2025-10-04
5633,15369,5,Packaging could be better.,2024-12-17
5634,22527,3,Average experience.,2025-05-20
5635,16355,4,"Loved it, will order again.",2026-02-02
5636,2962,5,Food was cold on arrival.,2024-08-19
5637,8360,3,Best biryani in town.,2025-12-05
5638,23548,5,Value for money.,2026-05-16
5639,11593,3,Absolutely delicious.,2026-03-04
5640,20525,2,Perfect as always.,2025-01-28
5641,3533,2,Food was cold on arrival.,2026-02-24
5642,13977,3,Absolutely delicious.,2026-03-11
5643,14925,5,Rider was polite and quick.,2026-01-16
5644,3423,5,Order was missing an item.,2026-03-09
5645,20964,4,Fresh and tasty.,2026-04-07
5646,22746,5,Value for money.,2025-07-04
5647,20202,3,Delivery was late but food was good.,2025-05-04
5648,7739,3,Average experience.,2026-02-06
5649,6279,3,Food was cold on arrival.,2026-03-18
